Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
373,Jake LaRavia,23,MEM,PF,47,0,20.wrz,02.maj,05.sty,0.49,0.9,01.wrz,0.444,01.lip,03.lut,0.517,0.573,01.kwi,2.0,0.698,01.kwi,02.wrz,04.kwi,02.sie,0.9,0.4,01.maj,2.0,07.mar,
374,Jake LaRavia,23,SAC,PF,19,0,19.mar,02.lut,05.sty,0.438,01.sty,02.lip,0.385,01.lut,02.mar,0.5,0.542,0.6,1.0,0.579,01.lut,01.cze,02.sie,01.mar,0.9,0.2,0.9,02.sty,06.sty,
375,Ryan Dunn,22,PHO,SF,74,44,19.sty,02.sie,06.kwi,0.43,01.sty,03.cze,0.311,01.lip,02.wrz,0.577,0.516,0.3,0.5,0.487,01.lut,02.kwi,03.cze,0.8,0.6,0.5,0.5,02.lut,06.wrz,
376,Jay Huff,26,MEM,C,64,2,11.lip,02.maj,04.sie,0.515,01.mar,03.sty,0.405,01.lut,01.cze,0.724,0.648,0.7,0.9,0.786,0.5,01.maj,2.0,0.6,0.3,0.9,0.5,01.lut,06.wrz,
377,Cameron Payne,30,NYK,PG,72,5,15.sty,02.maj,06.lut,0.401,01.mar,03.cze,0.363,01.lut,02.cze,0.453,0.506,0.7,0.8,0.907,0.2,01.mar,01.kwi,02.sie,0.5,0.2,0.7,01.maj,06.wrz,
378,Antonio Reeves,24,NOP,SG,44,6,15.0,02.cze,05.cze,0.456,01.lut,02.wrz,0.395,01.kwi,02.lip,0.521,0.558,0.6,0.8,0.8,0.4,1.0,01.kwi,0.9,0.5,0.1,0.7,0.9,06.wrz,
379,Cody Martin,29,2TM,SF,53,8,22.sty,02.cze,06.sty,0.418,0.8,02.sie,0.285,01.sie,03.mar,0.534,0.485,0.8,01.lut,0.705,1.0,03.lut,04.lut,2.0,01.sty,0.6,1.0,01.sie,06.sie,
380,Cody Martin,29,CHO,SF,39,8,24.sie,3.0,06.wrz,0.433,1.0,03.lut,0.323,01.wrz,03.lip,0.528,0.507,0.9,01.mar,0.694,1.0,03.maj,04.maj,02.mar,01.sty,0.7,01.sty,01.sie,07.sie,
381,Cody Martin,29,PHO,SF,14,0,14.lip,01.kwi,04.sty,0.351,0.2,01.wrz,0.111,01.lut,02.sty,0.567,0.377,0.6,0.9,0.75,0.9,02.maj,03.kwi,01.sty,0.9,0.4,0.6,01.cze,03.lip,
382,Bol Bol,25,PHO,PF,36,10,12.kwi,02.lip,05.sty,0.525,0.9,02.cze,0.344,01.sie,02.maj,0.711,0.612,0.6,0.7,0.769,0.6,02.mar,02.wrz,0.6,0.3,0.7,0.6,0.6,06.sie,
383,Eric Gordon,36,PHI,SG,39,13,19.lip,02.lut,05.lut,0.426,01.kwi,03.maj,0.409,0.8,01.lip,0.463,0.564,0.9,01.lut,0.75,0.2,1.0,01.lut,01.lip,0.7,0.3,0.7,0.8,06.sie,
384,Jaxson Hayes,24,LAL,C,56,35,19.maj,02.wrz,4.0,0.722,0.0,0.1,0.0,02.wrz,03.wrz,0.732,0.722,01.sty,01.sie,0.622,01.kwi,03.kwi,04.sie,1.0,0.6,0.9,0.8,02.kwi,06.sie,
385,Marcus Bagley,23,PHI,SF,10,4,25.mar,02.lip,06.wrz,0.391,0.5,03.lut,0.156,02.lut,03.lip,0.595,0.428,0.8,1.0,0.8,02.mar,04.lip,7.0,1.0,0.9,01.lut,0.7,01.cze,06.lip,
386,DaQuan Jeffries,27,CHO,SG,47,20,22.sie,02.maj,06.lut,0.405,01.lut,03.maj,0.335,01.mar,02.lip,0.496,0.5,0.5,0.6,0.8,0.8,02.sty,02.wrz,01.sty,0.6,0.5,0.7,02.sty,06.lip,
387,Lester Qui?ones,24,2TM,SG,13,0,14.sty,02.kwi,6.0,0.397,1.0,03.kwi,0.295,01.kwi,02.cze,0.529,0.481,0.8,1.0,0.846,0.3,01.lut,01.maj,01.sie,0.2,0.2,01.sty,01.kwi,06.cze,
388,Lester Qui?ones,24,PHI,SG,4,0,04.mar,1.0,2.0,0.5,0.0,0.8,0.0,1.0,01.mar,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,02.mar,
389,Lester Qui?ones,24,NOP,SG,9,0,18.kwi,3.0,07.sie,0.386,01.kwi,04.cze,0.317,01.cze,03.lut,0.483,0.479,01.sty,01.mar,0.833,0.1,01.cze,01.lip,02.cze,0.3,0.2,01.sty,2.0,08.cze,
390,Vasilije Micić,31,2TM,PG,41,16,19.sty,02.mar,06.lip,0.348,01.sty,3.0,0.36,01.lut,03.cze,0.338,0.43,0.8,1.0,0.829,0.5,01.lip,02.lut,03.sty,0.4,0.0,01.wrz,01.sty,06.cze,
391,Vasilije Micić,31,CHO,PG,36,16,21.lut,02.cze,07.cze,0.348,01.mar,03.maj,0.36,01.kwi,04.sty,0.338,0.43,0.9,01.sty,0.829,0.6,01.wrz,02.kwi,03.maj,0.4,0.0,02.sty,01.lut,07.maj,
392,Vasilije Micić,31,PHO,PG,5,0,04.lut,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.0,
393,Precious Achiuwa,25,NYK,C,57,10,20.maj,02.wrz,05.lip,0.502,0.2,0.6,0.278,02.lip,05.sty,0.529,0.517,0.7,01.lut,0.594,01.sie,03.sie,05.cze,1.0,0.8,0.7,0.8,01.kwi,06.cze,
394,Trayce Jackson-Davis,24,GSW,C,62,37,15.cze,02.sie,04.wrz,0.576,0.0,0.0,0.0,02.sie,04.sie,0.582,0.576,1.0,01.cze,0.578,2.0,3.0,5.0,01.lip,0.4,0.6,0.7,01.lut,06.cze,
395,Marcus Sasser,24,DET,PG,57,1,14.lut,02.kwi,05.lut,0.463,1.0,02.lip,0.382,01.kwi,02.maj,0.549,0.561,0.8,0.9,0.843,0.3,0.9,01.lut,02.mar,0.6,0.1,0.9,01.mar,06.cze,
396,Vince Williams Jr.,24,MEM,SG,27,5,18.maj,02.maj,06.lut,0.401,1.0,03.maj,0.274,01.maj,02.lip,0.569,0.479,0.7,0.9,0.792,0.8,02.sie,03.cze,2.0,0.4,0.3,01.lut,01.lip,06.cze,
397,Thomas Bryant,27,2TM,C,66,8,14.cze,02.maj,04.wrz,0.508,0.7,02.lut,0.324,01.lip,02.cze,0.665,0.583,0.8,1.0,0.859,01.mar,02.maj,03.sie,0.8,0.4,0.6,0.5,01.lut,06.maj,
398,Thomas Bryant,27,MIA,C,10,0,11.maj,01.lut,02.sie,0.429,0.6,01.lip,0.353,0.6,01.sty,0.545,0.536,01.sty,01.sty,1.0,0.6,02.cze,03.lut,0.4,0.1,0.9,0.2,0.9,04.sty,
399,Thomas Bryant,27,IND,C,56,8,15.sty,02.lip,05.lut,0.515,0.8,02.mar,0.321,01.wrz,02.wrz,0.673,0.587,0.8,0.9,0.83,01.kwi,02.maj,03.wrz,0.9,0.5,0.6,0.5,01.lut,06.wrz,
400,Donovan Clingan,20,POR,C,67,37,19.sie,02.lip,5.0,0.539,0.2,0.7,0.286,02.maj,04.mar,0.582,0.56,0.9,01.cze,0.596,03.lut,04.cze,07.wrz,01.sty,0.5,01.cze,01.sty,02.sie,06.maj,
401,Seth Curry,34,CHO,SG,68,14,15.cze,02.kwi,5.0,0.478,01.lut,02.lip,0.456,01.lut,02.kwi,0.503,0.599,0.5,0.6,0.846,0.4,01.mar,01.lip,0.9,0.4,0.1,0.5,0.9,06.maj,
402,Haywood Highsmith,28,MIA,SF,74,42,24.cze,02.kwi,05.mar,0.458,01.lut,03.sty,0.382,01.lut,02.sty,0.57,0.572,0.4,0.6,0.721,1.0,02.kwi,03.kwi,01.maj,0.9,0.5,0.7,02.lut,06.maj,
403,Talen Horton-Tucker,24,CHI,SG,58,0,12.maj,02.mar,5.0,0.457,0.7,02.sty,0.336,01.cze,02.wrz,0.544,0.527,01.lut,01.lip,0.735,0.3,01.kwi,01.lip,01.kwi,0.4,0.2,0.7,1.0,06.maj,
404,Trey Lyles,29,SAC,PF,69,5,19.cze,02.mar,05.kwi,0.42,01.lut,03.kwi,0.34,01.sty,2.0,0.559,0.528,0.8,01.lut,0.7,01.lut,03.kwi,04.cze,01.lut,0.6,0.3,0.6,01.lut,06.maj,
405,Ajay Mitchell,22,OKC,SG,36,1,16.cze,02.maj,05.sty,0.495,0.6,01.lip,0.383,01.wrz,03.kwi,0.548,0.557,0.8,1.0,0.829,0.5,01.kwi,01.wrz,01.sie,0.7,0.1,0.8,01.wrz,06.maj,
406,Gary Payton II,32,GSW,SG,62,11,15.0,02.sie,04.sie,0.574,0.5,01.maj,0.326,02.mar,03.mar,0.69,0.626,0.4,0.6,0.711,0.9,02.sty,3.0,01.mar,0.8,0.3,0.6,01.lip,06.maj,
407,Zach Collins,27,2TM,PF,64,12,15.mar,02.kwi,04.lip,0.507,0.5,01.lip,0.302,01.wrz,03.sty,0.617,0.56,01.sty,01.lut,0.885,01.cze,02.wrz,04.maj,01.lip,0.5,0.5,0.9,02.sty,06.kwi,
408,Zach Collins,27,SAS,C,36,4,11.sie,01.lip,03.lip,0.462,0.4,01.mar,0.304,01.mar,02.kwi,0.547,0.515,0.9,1.0,0.886,01.sty,01.sie,02.sie,01.kwi,0.4,0.4,0.6,01.wrz,04.cze,
409,Zach Collins,27,CHI,PF,28,8,19.lip,03.mar,06.sty,0.541,0.6,02.sty,0.3,02.cze,03.wrz,0.673,0.594,01.kwi,01.maj,0.884,02.mar,04.kwi,06.lip,02.sty,0.5,0.5,01.mar,02.lut,08.cze,
410,Kris Dunn,30,LAC,PG,74,58,24.sty,02.cze,05.wrz,0.439,1.0,3.0,0.335,01.cze,02.wrz,0.549,0.525,0.2,0.3,0.682,0.7,02.lip,03.kwi,02.sie,01.lip,0.4,1.0,02.lip,06.kwi,
411,Ron Holland,19,DET,SF,81,2,15.cze,02.kwi,05.sty,0.474,0.4,01.wrz,0.238,2.0,03.mar,0.608,0.517,01.sty,01.maj,0.754,0.5,02.lut,02.lip,1.0,0.6,0.2,0.9,01.lip,06.kwi,
412,KJ Martin,24,2TM,PF,43,16,21.lut,02.cze,04.lip,0.552,0.3,01.mar,0.259,02.lut,03.mar,0.671,0.59,0.9,01.sty,0.787,0.7,02.lut,02.wrz,01.sty,0.4,0.5,0.6,02.mar,06.kwi,
413,KJ Martin,24,PHI,PF,24,7,20.0,02.maj,04.sty,0.616,0.3,0.9,0.381,02.lut,03.mar,0.679,0.657,1.0,01.lut,0.828,0.9,02.sty,3.0,0.8,0.5,0.7,0.5,02.cze,06.kwi,
414,KJ Martin,24,UTA,SF,19,9,22.lip,02.cze,05.kwi,0.49,0.4,01.wrz,0.189,02.mar,03.kwi,0.662,0.525,0.7,0.9,0.722,0.5,02.mar,02.sie,01.maj,0.3,0.3,0.6,02.sty,06.mar,
415,Gabe Vincent,28,LAL,PG,72,11,21.lut,02.mar,05.sie,0.4,01.maj,04.mar,0.353,0.8,01.maj,0.532,0.53,0.2,0.3,0.714,0.3,1.0,01.mar,01.kwi,0.7,0.2,0.6,02.sty,06.kwi,
416,Sandro Mamukelashvili,25,SAS,PF,61,0,11.lut,02.mar,04.cze,0.502,1.0,02.cze,0.373,01.mar,2.0,0.675,0.609,0.7,1.0,0.741,1.0,2.0,03.sty,0.8,0.4,0.3,0.4,1.0,06.mar,
417,Jeremiah Robinson-Earl,24,NOP,PF,66,9,18.sie,02.kwi,05.mar,0.455,0.8,02.maj,0.341,01.maj,02.sie,0.557,0.536,0.7,0.8,0.836,01.lip,03.sty,04.sie,01.mar,0.6,0.1,0.8,01.lut,06.mar,
418,Kenrich Williams,30,OKC,PF,69,7,16.kwi,02.maj,05.sty,0.483,1.0,02.maj,0.386,01.maj,02.lip,0.574,0.576,0.4,0.6,0.718,0.9,02.cze,03.maj,01.kwi,0.6,0.1,0.6,01.cze,06.mar,
419,Bones Hyland,24,2TM,PG,24,0,10.0,2.0,04.wrz,0.398,01.mar,03.kwi,0.39,0.6,01.maj,0.417,0.534,1.0,01.sty,0.885,0.2,0.8,1.0,01.mar,0.8,0.2,1.0,01.lut,06.lut,
420,Bones Hyland,24,LAC,PG,20,0,11.sty,02.mar,05.sie,0.391,01.cze,4.0,0.388,0.7,01.sie,0.4,0.526,01.lut,01.mar,0.885,0.3,1.0,01.lut,01.kwi,0.9,0.2,01.lut,01.mar,07.lut,
421,Bones Hyland,24,MIN,PG,4,0,04.mar,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,01.mar,
422,Jonathan Mogbo,23,TOR,PF,63,18,20.kwi,02.maj,05.lip,0.438,0.3,01.sty,0.243,02.lut,04.maj,0.486,0.462,1.0,01.mar,0.732,01.lip,03.lut,04.wrz,02.mar,0.9,0.5,01.sty,02.lut,06.lut,
423,Ryan Rollins,22,MIL,PG,56,19,14.cze,02.kwi,04.sie,0.487,0.9,02.sty,0.408,01.maj,02.lip,0.55,0.577,0.6,0.8,0.8,0.4,01.cze,01.wrz,01.wrz,0.8,0.3,0.9,01.cze,06.lut,
424,Dru Smith,27,MIA,SG,14,1,19.sty,02.lut,04.kwi,0.508,01.sty,02.sty,0.533,01.sty,02.lut,0.484,0.639,0.6,0.9,0.75,0.9,01.lip,02.cze,01.cze,01.maj,0.4,01.lut,02.sty,06.lut,
425,Isaac Okoro,24,CLE,SG,55,22,19.sty,02.mar,04.wrz,0.464,1.0,02.lip,0.371,01.lut,02.sty,0.586,0.569,0.6,0.8,0.717,0.9,01.maj,02.kwi,01.lut,0.6,0.3,0.4,01.wrz,06.sty,
426,Jarace Walker,21,IND,PF,75,5,15.sie,02.mar,04.sie,0.472,1.0,02.maj,0.405,01.mar,02.mar,0.543,0.576,0.6,0.9,0.667,0.3,02.lip,03.sty,01.maj,0.7,0.3,1.0,01.maj,06.sty,
427,N'Faly Dante,23,HOU,C,4,0,12.sie,02.maj,03.mar,0.769,0.0,0.0,,02.maj,03.mar,0.769,0.769,1.0,01.mar,0.8,01.maj,03.sie,05.mar,0.5,0.3,01.mar,0.5,02.mar,6.0,
428,Mouhamed Gueye,22,ATL,PF,33,28,16.lut,02.lut,05.lut,0.421,0.6,02.maj,0.259,01.maj,02.lip,0.567,0.482,1.0,01.mar,0.762,01.mar,02.wrz,04.lut,0.8,0.8,1.0,0.5,01.lip,6.0,
429,Luke Kornet,29,BOS,C,73,16,18.cze,02.cze,03.sie,0.668,0.0,0.0,0.0,02.cze,03.sie,0.675,0.668,0.9,01.mar,0.691,02.cze,02.lip,05.mar,01.cze,0.5,1.0,0.4,01.cze,6.0,
430,Isaiah Mobley,25,PHI,PF,1,0,17.0,2.0,7.0,0.286,1.0,3.0,0.333,1.0,4.0,0.25,0.357,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0,
431,Isaiah Stewart,23,DET,C,72,4,19.wrz,02.kwi,04.kwi,0.559,0.2,0.7,0.321,02.lut,03.cze,0.607,0.586,0.9,01.lut,0.759,01.sie,03.lip,05.maj,01.lip,0.4,01.kwi,0.9,02.maj,6.0,
432,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,
433,Isaiah Wong,24,CHO,SG,20,0,13.mar,02.sty,05.mar,0.39,0.7,01.lip,0.394,01.kwi,03.cze,0.389,0.452,01.mar,01.lip,0.735,0.7,0.9,01.cze,01.kwi,0.6,0.0,0.9,01.sty,6.0,
434,Cole Swider,25,2TM,SF,10,0,16.wrz,02.lut,06.mar,0.349,01.maj,04.lip,0.319,0.7,01.cze,0.438,0.468,0.0,0.1,0.0,0.5,02.lut,02.lip,0.3,0.4,0.2,0.4,01.lut,05.wrz,
435,Cole Swider,25,DET,SF,2,0,06.maj,0.0,02.maj,0.0,0.0,02.maj,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,
436,Cole Swider,25,TOR,SF,8,0,19.maj,02.sie,07.mar,0.379,01.wrz,05.mar,0.357,0.9,2.0,0.438,0.509,0.0,0.1,0.0,0.6,02.maj,03.sty,0.3,0.5,0.3,0.5,01.kwi,07.kwi,
437,Chuma Okeke,26,2TM,PF,9,3,21.sie,02.lut,04.kwi,0.5,01.lut,03.sty,0.393,1.0,01.mar,0.75,0.638,0.2,0.3,0.667,02.mar,02.wrz,05.lut,01.lip,0.6,0.4,0.3,0.6,05.wrz,
438,Chuma Okeke,26,PHI,PF,7,3,24.kwi,02.cze,04.lip,0.545,01.kwi,03.sty,0.455,01.sty,01.cze,0.727,0.697,0.3,0.4,0.667,02.wrz,03.mar,06.sty,01.wrz,0.7,0.4,0.4,0.7,06.wrz,
439,Chuma Okeke,26,CLE,PF,2,0,12.maj,1.0,03.maj,0.286,0.5,3.0,0.167,0.5,0.5,1.0,0.357,0.0,0.0,,0.5,01.maj,2.0,1.0,0.0,0.5,0.0,0.0,02.maj,
440,Kyle Anderson,31,2TM,PF,61,4,16.kwi,02.mar,5.0,0.469,0.4,01.sty,0.357,01.wrz,03.sie,0.502,0.51,0.8,01.sty,0.738,0.9,02.maj,03.kwi,02.kwi,0.7,0.5,0.6,01.mar,05.wrz,
441,Kyle Anderson,31,GSW,PF,36,3,15.0,02.sty,04.lip,0.45,0.5,01.kwi,0.365,01.cze,03.mar,0.487,0.506,0.5,0.8,0.667,0.8,02.mar,03.sty,02.mar,0.7,0.6,0.6,01.sty,05.mar,
442,Kyle Anderson,31,MIA,SF,25,1,18.kwi,02.cze,05.kwi,0.493,0.2,0.7,0.333,02.kwi,04.cze,0.517,0.515,01.lut,01.maj,0.789,1.0,02.sie,03.sie,02.cze,0.6,0.5,0.7,01.cze,06.lip,
443,Simone Fontecchio,29,DET,SF,75,0,16.maj,2.0,5.0,0.402,1.0,3.0,0.335,1.0,01.wrz,0.507,0.504,0.9,01.sty,0.833,0.7,02.lut,02.wrz,0.9,0.4,0.2,0.7,01.mar,05.wrz,
444,Collin Gillespie,25,PHO,PG,33,9,14.0,02.sty,04.sie,0.43,01.lut,02.lip,0.433,0.9,02.sty,0.426,0.554,0.6,0.7,0.864,0.7,01.lip,02.kwi,02.kwi,0.6,0.2,0.5,0.9,05.wrz,
445,Tidjane Salaün,19,CHO,PF,60,10,20.lip,01.wrz,05.sie,0.33,1.0,03.kwi,0.283,0.9,02.mar,0.4,0.414,01.sty,01.cze,0.713,01.lut,03.maj,04.lip,01.lut,0.5,0.2,1.0,01.kwi,05.wrz,
446,Jaylin Williams,22,OKC,PF,47,9,16.lip,02.sty,04.lip,0.439,01.mar,03.mar,0.399,0.8,01.kwi,0.529,0.577,0.5,0.6,0.767,1.0,04.cze,05.cze,02.cze,0.5,0.6,0.7,01.lip,05.wrz,
447,Moses Brown,25,2TM,C,13,2,09.lut,02.cze,03.sie,0.694,0.0,0.0,,02.cze,03.sie,0.694,0.694,0.6,0.8,0.727,0.9,02.maj,03.kwi,0.2,0.5,0.3,0.8,01.mar,05.sie,
448,Moses Brown,25,IND,C,9,0,05.sty,01.kwi,02.lut,0.65,0.0,0.0,,01.kwi,02.lut,0.65,0.65,0.3,0.6,0.6,0.4,1.0,01.kwi,0.0,0.2,0.1,0.7,0.7,03.lut,
449,Moses Brown,25,DAL,C,4,2,18.mar,05.mar,07.mar,0.724,0.0,0.0,,05.mar,07.mar,0.724,0.724,01.mar,01.maj,0.833,2.0,05.sie,07.sie,0.5,1.0,0.8,01.mar,02.sie,11.sie,
450,Adem Bona,21,PHI,C,58,11,15.cze,02.mar,03.mar,0.703,0.0,0.0,0.0,02.mar,03.mar,0.707,0.703,01.lut,01.lip,0.67,01.cze,02.cze,04.lut,0.5,0.4,01.lut,01.sty,02.lut,05.sie,
451,Quenton Jackson,26,IND,PG,28,7,13.cze,02.sty,04.kwi,0.475,0.5,01.kwi,0.375,01.maj,02.wrz,0.524,0.537,01.sty,01.kwi,0.775,0.5,01.sty,01.cze,01.wrz,0.8,0.2,0.6,01.maj,05.sie,
452,Robert Williams,27,POR,C,20,3,17.cze,02.maj,03.wrz,0.641,0.1,0.2,0.333,02.maj,03.sie,0.653,0.647,0.8,0.9,0.882,01.sie,04.lut,05.wrz,01.sty,0.7,01.lip,0.9,01.cze,05.sie,
453,Moussa Diabaté,23,CHO,C,71,8,17.maj,02.kwi,03.wrz,0.596,0.0,0.1,0.0,02.kwi,03.wrz,0.609,0.596,1.0,01.cze,0.595,02.cze,03.maj,06.lut,0.8,0.6,0.6,0.9,01.maj,05.lip,
454,Dariq Whitehead,20,BRK,SF,20,0,12.mar,2.0,04.sie,0.406,01.lip,03.lip,0.446,0.3,01.sty,0.273,0.578,0.2,0.3,0.6,0.2,01.mar,01.maj,0.6,0.3,0.1,0.8,01.sty,05.lip,
455,Landry Shamet,27,NYK,SG,50,0,15.lut,02.sty,04.cze,0.461,01.lut,03.sty,0.397,0.9,01.maj,0.595,0.596,0.2,0.4,0.667,0.2,1.0,01.lut,0.5,0.5,0.0,0.4,1.0,05.lip,
456,Jordan Goodwin,26,LAL,PG,29,5,18.lip,02.lut,5.0,0.438,0.9,02.mar,0.382,01.mar,02.cze,0.487,0.528,0.3,0.4,0.818,01.mar,02.cze,03.wrz,01.kwi,1.0,0.4,0.9,01.maj,05.cze,
457,Shake Milton,28,2TM,SG,57,2,14.lip,2.0,04.maj,0.453,0.7,01.wrz,0.358,01.kwi,02.cze,0.52,0.528,0.8,1.0,0.797,0.5,01.mar,01.sie,01.sie,0.4,0.1,0.7,01.lut,05.maj,
458,Shake Milton,28,BRK,SG,27,1,18.lut,02.lip,05.sie,0.465,1.0,02.lip,0.389,01.lip,03.sty,0.529,0.554,0.9,01.lut,0.758,0.6,01.mar,01.wrz,02.kwi,0.6,0.0,0.7,01.cze,07.kwi,
459,Shake Milton,28,LAL,SG,30,1,11.maj,01.kwi,03.lut,0.433,0.3,01.sty,0.294,01.sty,02.sty,0.508,0.485,0.7,0.9,0.846,0.5,01.mar,01.sie,01.mar,0.3,0.1,0.7,0.8,03.wrz,
460,Aaron Holiday,28,HOU,PG,62,3,12.sie,01.wrz,04.mar,0.437,01.lut,02.wrz,0.398,0.7,01.kwi,0.517,0.571,0.5,0.7,0.829,0.2,1.0,01.mar,01.mar,0.3,0.2,0.6,1.0,05.maj,
461,Jeff Green,38,HOU,PF,32,3,12.kwi,01.wrz,03.sie,0.504,0.9,02.maj,0.367,1.0,01.mar,0.762,0.624,0.7,0.8,0.808,0.3,01.maj,01.sie,0.6,0.2,0.1,0.3,1.0,05.kwi,
462,Jonathan Isaac,27,ORL,PF,71,1,15.kwi,01.wrz,04.cze,0.414,0.5,02.sty,0.258,01.mar,02.kwi,0.549,0.474,1.0,01.maj,0.682,01.lip,02.lip,04.kwi,0.6,0.9,01.sty,0.5,01.mar,05.kwi,
463,Dean Wade,28,CLE,PF,59,30,21.lut,01.wrz,04.cze,0.413,01.kwi,03.sie,0.36,0.5,0.8,0.653,0.561,0.3,0.5,0.533,0.9,03.kwi,04.lut,01.mar,0.7,0.3,0.4,01.lip,05.kwi,
464,Keaton Wallace,25,ATL,PG,31,5,16.lut,02.sty,05.lut,0.401,0.9,02.cze,0.329,01.lut,02.cze,0.475,0.485,0.4,0.4,1.0,0.2,01.kwi,01.cze,02.cze,0.9,0.3,01.sty,01.mar,05.kwi,
465,Kobe Bufkin,21,ATL,SG,10,0,12.kwi,01.sie,04.lip,0.383,0.4,01.wrz,0.211,01.kwi,02.sie,0.5,0.426,01.mar,01.sie,0.722,0.5,01.cze,02.sty,01.lip,0.3,0.2,0.8,0.9,05.mar,
466,Jamal Cain,25,NOP,SF,37,0,13.cze,01.sie,04.mar,0.43,0.7,02.lut,0.325,01.sty,02.sty,0.538,0.513,0.9,01.kwi,0.68,0.7,01.cze,02.mar,0.6,0.6,0.2,0.6,01.lut,05.mar,
467,Pat Connaughton,32,MIL,SG,41,1,14.lip,2.0,04.mar,0.469,0.6,2.0,0.321,01.kwi,02.mar,0.594,0.542,0.6,0.8,0.774,0.5,02.lut,02.lip,01.lip,0.2,0.3,0.6,01.sty,05.mar,
468,Kevin Love,36,MIA,PF,23,9,10.wrz,01.sie,5.0,0.357,1.0,02.wrz,0.358,0.7,02.sty,0.354,0.461,0.7,1.0,0.696,1.0,03.sty,04.sty,1.0,0.7,0.2,0.6,0.9,05.mar,
469,Ben Sheppard,23,IND,SG,63,9,19.maj,01.wrz,04.cze,0.418,01.sty,03.lut,0.342,0.8,01.kwi,0.591,0.537,0.4,0.4,0.889,0.7,02.sty,02.sie,01.mar,0.6,0.2,0.3,2.0,05.mar,
470,Monte Morris,29,PHO,PG,45,0,12.lip,01.sie,04.mar,0.426,0.7,01.wrz,0.36,01.lut,02.kwi,0.477,0.505,0.8,0.9,0.857,0.3,01.lut,01.maj,01.cze,0.4,0.1,0.5,0.5,05.lut,
471,Jabari Walker,22,POR,SF,60,1,12.maj,2.0,03.sie,0.515,0.5,01.lut,0.389,01.maj,02.cze,0.573,0.576,0.8,01.lut,0.69,1.0,02.maj,03.maj,0.6,0.6,0.1,0.6,01.maj,05.lut,
472,Javonte Green,31,2TM,SG,68,19,18.maj,01.sie,04.lut,0.429,0.7,02.sty,0.326,01.sty,02.sty,0.527,0.509,0.8,01.sty,0.724,0.9,02.mar,03.lut,0.8,1.0,0.5,0.5,01.kwi,05.sty,
473,Javonte Green,31,NOP,SG,50,18,21.sie,2.0,04.maj,0.446,0.8,02.lut,0.352,01.lut,02.mar,0.534,0.531,1.0,01.mar,0.758,1.0,02.cze,03.cze,0.9,01.sty,0.6,0.6,01.maj,05.sie,
474,Javonte Green,31,CLE,SG,18,1,09.lut,01.mar,03.maj,0.365,0.4,01.sie,0.242,0.8,01.lip,0.5,0.429,0.3,0.6,0.5,0.6,01.lip,02.lut,0.6,0.6,0.1,0.2,01.lut,03.mar,
475,Alex Reese,25,2TM,PF,15,0,14.kwi,01.lip,03.cze,0.481,1.0,02.lip,0.366,0.7,0.9,0.846,0.62,0.6,0.8,0.75,0.6,02.maj,03.sty,0.3,0.7,0.7,0.4,01.kwi,05.sty,
476,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
477,Alex Reese,25,PHI,PF,14,0,15.mar,01.sie,03.sie,0.472,01.sty,02.wrz,0.366,0.7,0.9,0.833,0.613,0.6,0.9,0.75,0.6,02.lip,03.mar,0.3,0.7,0.7,0.4,01.maj,05.mar,
478,Bismack Biyombo,32,SAS,C,28,26,18.wrz,02.kwi,04.sty,0.588,0.0,0.0,,02.kwi,04.sty,0.588,0.588,0.4,0.9,0.4,01.maj,04.sty,05.cze,01.sty,0.6,0.8,1.0,01.wrz,05.sty,
479,Mitchell Robinson,26,NYK,C,17,3,17.sty,02.lut,03.mar,0.661,0.0,0.0,,02.lut,03.mar,0.661,0.661,0.8,01.sty,0.684,03.sty,02.wrz,05.wrz,0.8,0.9,01.sty,0.6,01.maj,05.sty,
480,Kai Jones,24,2TM,C,40,6,11.lip,02.lut,02.lip,0.798,0.0,0.1,0.2,02.lut,02.cze,0.827,0.803,0.6,0.8,0.719,1.0,02.sty,03.sty,0.6,0.4,0.6,0.5,01.mar,5.0,
